Image_File,Image_Text,IsSpam
../Data/Processed\Dredze Ham\367.jpg,ZIONISM’S  BIRTHDAY  Quest for a Homeland Sanctioned in Basel :  ‘Continued from Page 1  prised of members (ram two opposing camps — Ortho- dox and Reform — united in their opposition (o Zionism.  But a great umber of Zionist rabhis Orthodox and Lib- eral wrote letters and articles condemning the “protest rabbis.”  Ironically. 70 yoars afler the publication of the protest letter a survey discovered that almost all the children grandchildren and great: grandchildren of the “protest rab- ad settled in Israel  sal Zionism  ‘The First Zionist Congress initiated political Zionism as we know if today This new movement differed from idtcalogical aud religious Zionism (Le  fove of Zion) and from the m(zvah (religious obligation) of settling the fand  of Tseael which were hoth ideas of biblical origin. ‘Thus the World Ziemist Organization came into being as a pop ilar democratic movement of a Jewish people just enter ing the 20th century  The democratic puniples established at the First Zian- ist Congress sere carrird all the way fo the democrat State of fsracl and the Knesset. %  The Zinnist Congress was Inffuenced primarily by [er- 71 hur also by other Jewish notables such as Max Nordau. ileral presided over the three days of deliherations and his personal charm and magnetism captivated the 204 del: gates The most important outcome of the First Congress vas the Basel Program  ‘The progeam was written by Nordan and was forme lated and adopted by the Congress Il stated the main ob: jective of the Zionist mavernent and it was followed by a four.point program  “Zionism seeks to establish @ legally guaranteed home. stead for the Jewish people in the Land of Isract (Pales- line) secured under public law ‘The Congeess contemplated Ihe following means to the altainment of this end:  "L The promofion by appropriate means of the settle ment In Palestine of Jewish agricultural and industeial work- ars  “2 ‘The organization and nuiting of the whote of Jewry by means of appropriate instftutions both local and inter- national iv accordance with the laws of each country  “F The strengthening and fastering of Jewish national awareness and national conscioustress  “4 Preparatory steps toward obtaining the consent of goverment where necessary in order (o reach the goal of Zionism  Nowhere in the Basel Program does the word “state” appear ‘This was not because of ick of vision or will but was rather a praginutic sohufion The Congress did not want to antagonize Turkey which controlled Palestine at the time and from wham Hera) floped to oblain the charter  ‘The concept of a Jewish stale was even frightening in certain Jewish circtes. ‘The Congress used instead the term Heimstactie meaning "Homestead."  ‘The Basel Program was a compromise he- tween the right-wing members who wanted a slate and the 1eft wing members who wanted a slow-paced approach. Vladimir Jabotinsky called the wording of the Basel Program “the most classic of Nordau’s writings. In ten Tines the sin and methods of the movement ore ex- haustively defined  Herzl presided over the three days of deliberations and his personal charm and magnetism captivated the 204 delegates.  Wins 2 Renta  wilh an architectonic beauty grace and finesse which remind me of the temples on the Actopolis in Athens.”  ‘German was the official language of the Congress but since some spoke Germanized Yiddish pre (ending (o know real German the official language of the Congress was called Kongressdentch Hebrew was allowed from the First Congress: on The official languages were changed many years later to He- brow/Bngtish  Nathan Birabaum 1864-1937} an author and a delegate (0 the First Zionist Congress was (he originator of the term “Zionism”  As a direct result of the Zionist activities started by Morzl and the Zionist congresses {he Balfour Declaration was issucd on Nov. 2 1917 Ttreads: “Tis Majesty's Government view with favour the establishment in Palestine of a Nation: al Home for the Jewish people and will use their best endeavors to Facil: itate the achievement of this object." These words echo almost precisely the preamble Lo the Bascl Program of the First Zionist Congress in 1897  From 1897 to 1901 the Congress ‘met every year then every two years (1903-1913 1921-1939) and start- ing in 1946 every four yeats. During both Work! Wars the Congress did uot convene. All the Congress meetings until the establishment of the State of Israel took place  uurapean cities but heginning with the 23rd 1951 all Congresses have taken place in  JEPhygp Ina de nena pis  ocr  Congress.  Jerusalem  Max Nordaw  Max Nordau (born Simcha Meir Simon Maximilian Suedfeld 1849-1923) was a psychiatrist who was Ihe seo- ‘ond most important leader in the Congress. Like Herzl Nordau was awakened to Zionism by anti-Semitic out bursts in France and the Alfred Drey(us trials in Paris  Tiis lectures during the congresses where he gave a bird's-eye view of world Jewry were classic keynote oratians He was the vice president ander {lerz! in the first six congresses and the president of the seventh to 401 congresses. But he refused to take an official posi ion in the World Zionist Organization because he was married (o a Christian woman  Nordau met Feral in 1892 in Paris while both were correspondents for German-langiage newspapers. Emil Schiff a friend who heard Herz] discuss his idea of a Jewish slate was concerned over Herzl’s mental con- dition and advised him to see a psychiatrist.  Hera} consulted Nordau who conciuded the consul (ation by saying: “If you are insane we are insane (o- gether Count on mel” To Norday the idea of a Jewish state run by Jews in their own land was obviously ap- pealing  Al the end of World War I Nerdau proposed sending 600000 fews from Eastern Burope to Tsrael. Ue saw this aS u practical solution to (he pogroms in Russia and also as a way of creating « Jewish majority in Isract  Norda's plan was not adopted aud in fact was la. beled “catastrophic Zionism.” Chaim Weizmann frowned upon such a radical step and wanted to build  ‘Gornalanton & Zloniotan-Comgraess  Sesrounp mane 92a UPOS TS BSNER UTI Y Repro pon enn yeaz|  ar ae arinynani nase 7  aS tbe nee mbyyed pi yo mee ney  “ost  nenae  a IDV oe] Nore Te o bob nba min Vy os Tas 2 inne  Tyan  Perse mye br nice Paine ees AN aT poubi-P a}  | Son Te Papp yeas op pr pees me ren 89 tenes eS sepa bsg mn DAP ASN TID STINT P[vetsabeacn mesa sinh mgias Saye pinay yan PRVISI TY oy Upas ar Po IE PENT OUT VeneSRD Annes p> Pos ponies oy iD Oars SUR aT npen re 2 eae soir x DR oes rts an ens} puro n bam on pore unypwna we? AFA VT BOY DIT WTR SPEONY WOM QaN3TT ARYANS SES oe STIRS IOAN OF Pati aay AND Pnanst ey ETT? HI Te Res aT  37 DILNPT NSN pI Aes  Dr Theader Horst “rere  Soonpress  Phitosopher Ahad Ha‘am (leff) and Basel program author Max Nor- dau (above) are superimposed on an invitation to the First Zionist  a Jewish stale al a stow deliberate pace. Ahad Ha‘am probably the greatest Jewish intellectual of those years ‘was in favor only of creating a spiritual and cultural center for Jews in tsracl. But Ze'ev (Vladimir) Jabotin: sky accepted and supporied his idea of mass immi gration which was later called “The Nordau Plan  Narday believed (here was no lime to waste and that only radical moves would save European Jewry Jabotin: sky called again in 1936 for the implementation of the Nordau plan {o evacuate European Jews to Palestine and was again overruled. Uf this plan had been followed a {arge portion of European Jewry would hrave been saved and Jews would make up # greater majority in Israel to- day  A Zionist flag  David Wolfsohn the second president of the World Zionist Organization gives (he following account in his memoirs —dispuled by some — of the creation of Is- rael's flag: “In 1897 I came to Basel Switzerland on the orders of Dr Herzl to make preparations for the First Zionist Congress A question came up: with which flog shall we decorale the congress hall? Until then we did not have a flag.  “Therefore we had to create # flag However what color should the flag be and what will be its symbol? Many questions and we had to solve them Suddenly. thought came to my mind — actually we do have a flag is blue and white as the talfit with which we pray This saifit is therefore our symbol. We shall take this tal {it from its mantle spread it in ftonl of (he Jewish peo: ple and other nations And so T ordered the first flag of blue and white with the Star of David embroidered in ils midst ag a sign of our people. So came into being our national Mag.” a  Gilad }. Gevaryahu is a Merion-based CPA and fre- quent contributor to Jewish publications.  30  JEWISN Exponent  AUGUST 28 1997  ,Ham
../Data/Processed\Dredze Ham\368.jpg,brates the 100th anni eusaty oi of the First Zionist" oa which met in Basel Swit  d.00 m AE 29 1897 Its.  leagier was.  “F> original to Herzl  Early groups of Hoveyei Zien (overs of Zion) consid~  ‘ed conven- ing a meeting  Indeed the  conference  beld in Kat-  towitz (then in |_————1 Germany) in November  first attempt but tt was Herzl with -his imagination and unyielding determi- natian who succeeded in assembling the first major Zionist- Congress.  In doing so Herzl encammtered much Jewish opposition. The first site se- lected for the Congress was Munich but the leaders and rabbis of the Mu- nich Jewish community vehemently.  objected to this plan and the site-was'.  shifted to Basel  Herzl coined the phrase Protest- rabbiner (protest rabbis) as a designa- tien for the five German rabbis who. signed a strong protest letter against Zionism and the Zionist Congress in the name of the German Rabbinical As- sociation This asseciatian was com-  Continued on Page 30  all in splendid uniforms.  The Kaiser suddenly halted his horse — and the glittering procession — so abruptly that a courtier lest ns mount. There at the roadside stood a solemm figure with a magnificent black beard: Theodor Herzl founder of modern Zionism.  Herzl considered the Kaiser nition crucial to lus plan far  >. the Jews in the land of Israel wath i-  Continued on Page 31  tolled Israel tal — only th converted 1  Palestinian A warmly we  yy of death” to  ,Ham
../Data/Processed\Dredze Ham\369.jpg,A Might a at  ,Ham
../Data/Processed\Dredze Ham\370.jpg,WHAT  ‘Since the first ever PhillyCarShare Bring A Friend (BAF] event was so svecessful we decided to do another onelll So if you didn't make the last one never fear! Its BAF time again!  So RSVP bring some friends meet your fellow members enjoy some free eais ond maybe win a prize. How easy is that?  WHEN Thursdoy: 9/28/06: 6pm - Spm Prize giveaway and raffle from 7pm - Spm  WHERE ‘Marbar {above Marathon Gril) Ain & Walnut Streets Philadelphia PA 19104  (215) 222-0100  You and your friend will each aviomatically receive a $50 driving credit upon him or her joining  ‘©The PhillyCarShare member who signs up the most friends will receive a {$100.00 gift certificate to any Steven Siarr restauroni!  A raffle willbe held for all new members who sign up at the event. The lucky ‘winner will walk away with a USB Flash drive!  ***Event space is limited. Please RSVP to alert@phillycarshare.org*** ‘“**with your full name membership # and number of guests" ,Ham
../Data/Processed\Dredze Ham\371.jpg,The Lubavitch House at Penn Presents...  MUNICH  R  Dan Alon Israeli Olympic Athlete & Champion Fencer  Hear the story ofa Survivor of the 1972 Munich Olympics Massacre and enjoy Shabbat Diriner (ALL FREE)...  ber 3 in Terrace Room of  pm Speech & Dessert:  Please RSVP to Andy Kaplan (aridrewka@wharton upenn.edu) td  Co-Sponsored by SPEC Connaissance and The.Middie East Center ,Ham
../Data/Processed\Dredze Ham\375.jpg,IMI ND!  Olami ,Ham
../Data/Processed\Dredze Ham\376.jpg,A world of Warm Wishes. on your Birthday May you reach new heights of happiness health and success.  Jacob Bert Halevy |= ay AY | My fc  Matmid Frequent Flyer Club Manager HOME AWAY FROM HOME  ,Ham
../Data/Processed\Dredze Ham\377.jpg,OREENTS Tuo Evenings of Vouble—Featwe Extertainnenet  an Kaeli file  idealist pareitswtioat?| Nameand establish her own‘tdenitity. ee Atouchingstory ofthe rlationship betweena Holocaust survivor and hisillegal Phillipite-caretaker whois wanted by the police.  An honestidepiction of passionately Kdealisticyoung family Tingalone on ah Bolated Shomron hifltop.  TOLEARN MOREABOUT MALE SCHOOL OF TELEVISION AND FILM ‘ViSITIWWWLMAALE:COAL  eStival ee with an Eee  Contemporary Creative and Thought- provoking Views of Israeli society through the prism of Parents/Politics /Passions.  Join usin the-cortinunal screenings of four intemational award-winning fills produced by the elite graduates of the Ma‘ale School of Television Film and the Artsa leading Israeli institution established to engage Israel's religious sector with the world  of television and film.  Stimulating discussions tofollew each feature.  Tin the agcouing World Zionist Congtess election. Wack to katy wove? Visit ,Ham
../Data/Processed\Dredze Ham\378.jpg,‘Country Style Pork? ye  ,Ham
../Data/Processed\Dredze Ham\379.jpg,Ws ZONA TOURS *%: ae  We Always Give You Mare  ELLWOOD CITY BA 800-833-4287 724-752-9701  ,Ham
../Data/Processed\Dredze Ham\38.jpg,de-stress  Survivor: Penn  be well  ,Ham
../Data/Processed\Dredze Ham\380.jpg,| SPENT $27 MILLION AND ALL | GOT WAS THIS & ; | LOUSY T-SHIRT!  Ef Ahi  ,Ham
../Data/Processed\Dredze Ham\384.jpg,Sy ,Ham
../Data/Processed\Dredze Ham\385.jpg,(comcast ,Ham
../Data/Processed\Dredze Ham\386.jpg,BE? ality ey  NYSE:PEI  www.preit.com ,Ham
../Data/Processed\Dredze Ham\387.jpg,Yo quiero SHABBATONES !  ,Ham
../Data/Processed\Dredze Ham\388.jpg,The College Republican National Committee cordially invites you to attend our  We Acer |e Gilie  The Convention is not only an opportunity to gather  and elect our national College Republican leadership it is.a weekend jam packed with useful information  inspirational speakers and networking opportunities.  If there is one event you should attent as a College Republican this is it!  Click Here to Regisier!  ,Ham
../Data/Processed\Dredze Ham\389.jpg,Seginhawtaeuibsner  uote cane leap Pandon ,Ham
../Data/Processed\Dredze Ham\39.jpg,Qnxddfsnzp ,Ham
../Data/Processed\Dredze Ham\390.jpg,guovse lias & | canny 172007 4) 8 Uprsiots ean tease SS HILLEL Key Largo Pi- diving cepital of the worla! ~  ,Ham
../Data/Processed\Dredze Ham\391.jpg,ee early@show: ,Ham
../Data/Processed\Dredze Ham\392.jpg,Sustainable Technology Leadership  WHARTON Px ~ TECHNOLOGY — Pa ea CONFERENCE 2006 EON  tovestments Strategies Markets & People ,Ham
../Data/Processed\Dredze Ham\393.jpg,Rick Report  United States Senator Pennsylvani  ,Ham
../Data/Processed\Dredze Ham\395.jpg,ay Biometric Ny p yment te olutions ,Ham
../Data/Processed\Dredze Ham\399.jpg,Swikiiewthienren) Cortieaihroursis  Counterparts  125 cnord ot bu  Penchan 5  Penni  See proces POOR E Ary. Sore eee  aan  ted  anor  I for i improving 0  Calth education i  a SpeNeOee by Insaninia Coons (§ and Penn. tills ,Ham
../Data/Processed\Dredze Ham\40.jpg,we Salute 10 [sal Parade ,Ham
../Data/Processed\Dredze Ham\400.jpg,University of Pennsylvania Shabbhatones  We'll keep your secret...  OLICS:  Thurs April T- 9pm  Auditecium > Steinhardt Half Penn Hillel)  $s vA $6 at the door  ,Ham
../Data/Processed\Dredze Ham\401.jpg,Expaencethe coral reel & lavigh teaining n-aapth ‘wth collage wove team across tha coustey  teeta  ¢' - =e sat  size Tight fe San mntees  ,Ham
../Data/Processed\Dredze Ham\402.jpg,free Trips to  ISRAEL! ,Ham
../Data/Processed\Dredze Ham\403.jpg,fi Trips to ISRAEL  ,Ham
../Data/Processed\Dredze Ham\406.jpg,Click Here! ,Ham
../Data/Processed\Dredze Ham\407.jpg,)Bhes Shem ;  = ,Ham
../Data/Processed\Dredze Ham\408.jpg,guia  Ys Sag?  ,Ham
../Data/Processed\Dredze Ham\409.jpg,Madey Commuwwity ao ,Ham
../Data/Processed\Dredze Ham\41.jpg,ORMAKIBAS FIELD MERIO  (Beaute ‘he Mtestew Bald  Bubagansosh Kaderma Afikay Mayim Fallen Heroes Hosted by Arye’ Shalom  Benefit For  The Jewish Agency's Fund For Victims Of Terror The Koby Mandell Foundation The One Family Fund  = Ceremonial Bonfire Rally and Candlelight Vigil s Israeli Food and Craft Pavilion  = Carnival and.Children‘s Stage  = Special Mothers Day Package  2 Chairs and Blankets :: Rain or Shine  = For Tickets and Showtimes call 888-SHMOOZE  or log on to www.musicdisracl.com co-Spensenes.0y  "The Renaissance Group Serr laren High Sehoal Tar  ‘A project of the Chevra ,Ham
../Data/Processed\Dredze Ham\411.jpg,Space Exploration: A Renewed Spirit of Discovery The War on Terror  + Presidont Bush lamnehel global eff! ‘a defeat trrovism an ta protect and ‘defend Arevca. During his term in coffe. the President haa led steady and systematic caign aginst lata tecrriste and tht ales.  + Since the tenors tacks on September ith the United States has waned two ofthe swittst and most harmane wars ‘in history fn Afghanistan an Iraq) iy milion people have been berated fram two of he wards mast brutal and agoressive regimes ~ and the teroits foreign operating bases ata being token aay.  + More than hee-quers ofa Qaeda's ‘mown leaders and ascites have ben detuned orkid  + Operational an litical tcrsist sup  sien aug Ws ales eas eee tec the Sera Dene port cells have been disrupted in  ‘ech 2 205 cg pane sal he arr au a he Wie ose eee ag  ‘tere atest an alngnem ptosis ne Plot anoe am ortagevak. Europe Saud Arabia Yemen and ‘ake er bean tern” Southeast Asa + erly $140 milion in terrorist assets Intern at the White House have beam blockad in ove 1.400 pa opoums woddwide  “The White use Ineonhip es ours volute at pecs  fog provides a unig apport events onthe White Hour grounds  silt lean mere abent The dai ond ceoplte an seers camaaity  epsmlionsof The White Hone. serviprojet inthe Weshingion Pale ee Bm ene ast  Approximately 100 interus axe cha DG. ave {al eay sald Pesan Bi ing is  Sen each spring sume and allo To learn more about dhe Sse tangs eh ep let  Datipaein highly competitive Intership ragrate and aw co ‘Tema ame ee ener ee a  rogram. spp goto the White Hose web- NEM! ate Caen se i. a Th adion wo nonoa offer page tipinrassichoue gow? aman AE nan lees at  dui interns attend weak lee zh Cited teat onto  D1 GENTURY WHITE HOUSE ,Ham
../Data/Processed\Dredze Ham\412.jpg,Social Security: Securing the Future of Young Workers.  On June 282005 day tere are only 33 Presiden! Geogge W Bush workers suppeting every and comedian wid nevi Sadi Security bento.  Ben Sle participated ina By he lime todays youngest Social Security conversation workers turn 6 there wil with young workers in Silver only be 2 eoxkees suppoeting Spring Mocpland. The eur cach benicar In 2018 he ran stale a Scie Security ip govepnenen wil bogie o pay ‘enceting and the Pesident ou more in Soca Secrity  reanls in make sure todays Chan ieallecioua pageal young rockers understand cas aces under the the perils aad. Socal oven speten today's 3  Security i sound for todays yentold other wil ice x satoantormnaig PMbndi clvienteor Tettdnepemsmatat tues ‘The question is wot whether the seniors will get their Sieaatncenct tc stipe ia HG te a  ‘hetts The qetion te whether younger dvprleans Messinia toe Be able 1 have sat et. vrremert ste sonny se (heart pereonlsnringeacounis prose ofthe caren ys fn Uke todays generation gts Freon weld go intow temo be plc wth eal omvaiemivettond and ees ovnarhip President George W. Bris ‘slock funds thal wauld earn a. Presiden! Bush under fume 23 2005 red : Bost  Iigher rae ofretuen than storde hal reforming Soil saying the cursentsystom —Secury wil othe easy. Bo racemes but neds inbesheracter vara eice Ga pst Underthe”— elier a s fixed for younger woskers tent age. pla a mang peesno whe appseach his debate wih The theopes Penden Thu) The Presid is comm ee aaa hontai and Ten Stein conversed wilh tedto making theysiema ue MRSNSSEODO aN over courage an eon we 90 fan 23 eta del for younger Hk seariyn quater min del. forces retirement security ie In 1950therowere 16 orsby allowing younger’ Jatpsaved nis accounl.—_tnate importa han pat  wacker in auppost every one worKetsto put pat af thei  Danefcary of Soil Socuriy. papell tacesin voluntary "PEN Telroment The empty sa pots  Please send the 21° Century White House to mé.  wane  ma acres tense)  Please emai ts: 2 S _2astoantayeitedouse. gor ele ge un 205 Yard ene Lana Amn ae een  though sat ones one Piety rena nce on But 28 228  DL CENTURY WHITE HOUSE ,Ham
../Data/Processed\Dredze Ham\413.jpg,Tips Reveived from Population  250 2500 a8 " a | ail a  Mares Apeos may.05 Jun0s Jul5  ‘Number of Tips.  ,Ham
../Data/Processed\Dredze Ham\414.jpg,ZU CENTURY While MOUSE  President Outlines Strategy for Victary in Iraq  OUR NATIONAL STRATEGY FOR VICTORY INV IRAQ: Helping the Iraqi People Defeat the Terrorists and Build an Inclusive Democratic State Victory in iraq is Defined in Stages  Short term (aq is making steady progess in Welting terrorists msctng palltcl milestones ding don elie sions nd standing up ocaty Fcc  + Medina tern bg isin the fea defeating rorovists anc providing ts own seer with fully constiutional government in ples ad on ite way to aching ts ceo nomic pote  * Lang tora Jog io peel ited sable ecu swell ntegrated into the intentional community ad a Tul paring a the global war on cezorisen  site Gee Bhatia netng athe aud on  Victory in hag isa Vital U.S. Interest fb snag ware ee eat cone front the global wae On teeoe + Bac element chest common short-term abjeutse Failure in ag will embalden teroristsandexpand theit to fntédattertorize and tae dowrn — but has Sepa reach; gus in rag les ther 9 decisive al ep ate al noone longterm goo. ing bow  + Exploiting hese difernces within rhc eneany 9 key ee +The eof the greater Mile East — which will ve ent of our sate  pound and tng inptct on Ames erty 9g iategy for Victory is Clear  Failure jg Not an Option “Tuatutonaeprsettne gsr et eects  Trg wuld cones a fe Taven fom aid rors iit a secur ore ice to tain coud pan tacks again Ameria Arne nests vate nde av eeprom boing le brood sl orale Inve for terrorist To cee nis en eae passing  + Mde Rat eons would nes gs filly ust sm gnted tratey long thee broad tes which dimercam tenance of oppor for demoed together ineorporte helo of he rg govern ian igs thsi = Biri apport he Costin sopestie sani nthe ep hs  a face balse See acd wel ice comsuniy ad he United Nations. ino cnsequenes for Amare sce and Mere The Boical Tack ivohas working to frge broly sp  inthe region. ported nation cont fr deunncatie governance by ‘The Enemy fs Difluse and Sophisticated Trlgng the tag govern mT amUIONIOn OP GjSAIGGEAT SGM ‘the Sreurty ‘Track ivohes carving ont #eamign to ‘The enn 2 combination of rections Sudamiss gota he treorit and netize te nsrgeney dewOpiNg and eros ante ith a ingpied by Al Qaida. Teaser frees amd lpg Ue eal government Dinner but imeyeae strates are teqted defi : cach clement. “The Economtc‘rack involves setting the fundtion for a sound vn selegostining season Br helping the 1g soveroment  21 CENTURY WHITE HOUSE ,Ham
